08:00:25.726  异常信息：由于连接方在一段时间后没有正确答复或连接的主机没有反应，连接尝试失败。 192.168.1.188:80
08:36:08.912 @PST001 1823-2
08:36:08.913 @PST002 61-1.005.04.003
08:36:08.914 @PST030 True
08:36:08.916 @PST001 1823-4
08:36:08.917 @PST002 51-1.006.02.005-1
08:36:08.918 @PST030 True
08:36:08.920 @PST001 1823-4
08:36:08.921 @PST002 51-1.003.03.011
08:36:08.922 @PST030 True
08:36:10.892 @PMD001 20180803001
08:36:10.894 @PMD002 
08:36:10.895 @PMD003 1824-1
08:36:10.896 @PMD004 61-1.008.01.002
08:36:10.897 @PMD005 1603梳妆台
08:36:10.898 @PMD006 1150*480*750
08:36:10.898 @PMD007 30
08:36:10.899 @PMD008 2018/8/2 0:00:00
08:36:10.900 @PMD009 
08:36:10.901 @PMD011 2018/8/6 8:36:10
08:36:10.902 @PMD012 系统管理员
08:36:10.903 @idx 3322
08:36:10.908 @PMD001 20180803001
08:36:10.909 @PMD002 
08:36:10.910 @PMD003 1824-1
08:36:10.911 @PMD004 61-1.001.02.002-1
08:36:10.912 @PMD005 1605床靠1.5米
08:36:10.913 @PMD006 1610*100*1110
08:36:10.914 @PMD007 30
08:36:10.915 @PMD008 2018/8/2 0:00:00
08:36:10.916 @PMD009 
08:36:10.917 @PMD011 2018/8/6 8:36:10
08:36:10.918 @PMD012 系统管理员
08:36:10.918 @idx 3344
08:36:10.921 @PRS001 联系单2018.7.20
08:36:10.922 @PRS002 2018.07.20.001
08:36:10.924 @PRS009 2018/8/2 0:00:00
08:36:10.927 @PRS001 1824-1
08:36:10.928 @PRS002 61-1.002.06.011
08:36:10.929 @PRS009 2018/8/2 0:00:00
08:36:10.931 @PRS001 1823-2
08:36:10.932 @PRS002 61-1.006.02.023
08:36:10.933 @PRS009 2018/8/2 0:00:00
08:36:10.935 @PRS001 1823-2
08:36:10.936 @PRS002 61-1.007.02.002
08:36:10.937 @PRS009 2018/7/26 0:00:00
08:36:10.939 @PRS001 1823-4
08:36:10.940 @PRS002 51-1.006.01.004
08:36:10.941 @PRS009 2018/8/2 0:00:00
08:36:10.943 @PRS001 1823-4
08:36:10.944 @PRS002 51-1.006.01.003
08:36:10.945 @PRS009 2018/8/2 0:00:00
08:36:10.947 @PMD001 20180803001
08:36:10.948 @PMD002 
08:36:10.949 @PMD003 1824-1
08:36:10.949 @PMD004 61-1.004.01.001
08:36:10.950 @PMD005 1601餐椅
08:36:10.951 @PMD006 475*565*765
08:36:10.952 @PMD007 200
08:36:10.953 @PMD008 2018/8/2 0:00:00
08:36:10.954 @PMD009 
08:36:10.955 @PMD011 2018/8/6 8:36:10
08:36:10.956 @PMD012 系统管理员
08:36:10.957 @idx 3354
08:36:10.960 @PRS001 1826-1
08:36:10.961 @PRS002 61-1.005.07.004
08:36:10.962 @PRS009 2018/8/2 0:00:00
08:36:10.964 @PMD001 20180803001
08:36:10.965 @PMD002 
08:36:10.966 @PMD003 1824-1
08:36:10.967 @PMD004 61-1.002.06.011
08:36:10.969 @PMD005 1603五斗柜
08:36:10.970 @PMD006 900*480*1055
08:36:10.971 @PMD007 30
08:36:10.973 @PMD008 2018/8/2 0:00:00
08:36:10.974 @PMD009 
08:36:10.975 @PMD011 2018/8/6 8:36:10
08:36:10.976 @PMD012 系统管理员
08:36:10.977 @idx 3339
08:36:10.980 @PMD001 20180803001
08:36:10.981 @PMD002 
08:36:10.982 @PMD003 联系单18.7.25
08:36:10.983 @PMD004 2018.07.18.004
08:36:10.984 @PMD005 45宽线条
08:36:10.985 @PMD006 
08:36:10.986 @PMD007 16
08:36:10.987 @PMD008 2018/8/2 0:00:00
08:36:10.988 @PMD009 8根成都，8根淄博
08:36:10.989 @PMD011 2018/8/6 8:36:10
08:36:10.990 @PMD012 系统管理员
08:36:10.991 @idx 3369
08:36:10.994 @PMD001 20180803001
08:36:10.995 @PMD002 
08:36:10.996 @PMD003 1823-4
08:36:10.997 @PMD004 51-1.006.01.003
08:36:10.998 @PMD005 21号方茶几
08:36:10.999 @PMD006 815*815*560
08:36:11.000 @PMD007 30
08:36:11.001 @PMD008 2018/8/2 0:00:00
08:36:11.001 @PMD009 
08:36:11.002 @PMD011 2018/8/6 8:36:10
08:36:11.003 @PMD012 系统管理员
08:36:11.004 @idx 3291
08:36:11.007 @PMD001 20180803001
08:36:11.008 @PMD002 
08:36:11.009 @PMD003 1823-2
08:36:11.010 @PMD004 61-1.005.04.004
08:36:11.011 @PMD005 1603-B双人沙发右（带扶手）
08:36:11.012 @PMD006 
08:36:11.013 @PMD007 20
08:36:11.014 @PMD008 2018/8/2 0:00:00
08:36:11.015 @PMD009 
08:36:11.016 @PMD011 2018/8/6 8:36:10
08:36:11.017 @PMD012 系统管理员
08:36:11.018 @idx 3332
08:36:11.023 @PRS001 1823-4
08:36:11.024 @PRS002 51-1.006.03.006
08:36:11.025 @PRS009 2018/8/2 0:00:00
08:36:11.027 @PRS001 1824-1
08:36:11.028 @PRS002 61-1.003.03.022
08:36:11.029 @PRS009 2018/8/2 0:00:00
08:36:11.031 @PMD001 20180803001
08:36:11.032 @PMD002 
08:36:11.033 @PMD003 1826-1
08:36:11.034 @PMD004 61-1.005.07.001-1
08:36:11.036 @PMD005 1607-A单人沙发框架
08:36:11.037 @PMD006 1150*960*220
08:36:11.038 @PMD007 5
08:36:11.039 @PMD008 2018/8/2 0:00:00
08:36:11.040 @PMD009 
08:36:11.041 @PMD011 2018/8/6 8:36:10
08:36:11.042 @PMD012 系统管理员
08:36:11.043 @idx 3321
08:36:11.046 @PMD001 20180803001
08:36:11.047 @PMD002 
08:36:11.048 @PMD003 1823-4
08:36:11.049 @PMD004 51-1.003.01.003
08:36:11.050 @PMD005 13号书桌上柜
08:36:11.051 @PMD006 1290*320*1220
08:36:11.052 @PMD007 10
08:36:11.053 @PMD008 2018/8/2 0:00:00
08:36:11.054 @PMD009 
08:36:11.055 @PMD011 2018/8/6 8:36:10
08:36:11.056 @PMD012 系统管理员
08:36:11.057 @idx 3306
08:36:11.060 @PRS001 联系单2018.7.16
08:36:11.061 @PRS002 2018.07.16.002
08:36:11.062 @PRS009 2018/8/2 0:00:00
08:36:11.064 @PRS001 1823-2
08:36:11.065 @PRS002 61-1.004.02.001
08:36:11.066 @PRS009 2018/8/2 0:00:00
08:36:11.068 @PMD001 20180803001
08:36:11.069 @PMD002 
08:36:11.070 @PMD003 1823-4
08:36:11.071 @PMD004 51-1.002.03.003
08:36:11.072 @PMD005 衣柜后板(大)(兰卡威)
08:36:11.073 @PMD006 2000*885*18
08:36:11.074 @PMD007 40
08:36:11.075 @PMD008 2018/8/2 0:00:00
08:36:11.076 @PMD009 
08:36:11.077 @PMD011 2018/8/6 8:36:10
08:36:11.078 @PMD012 系统管理员
08:36:11.079 @idx 3294
08:36:11.082 @PMD001 20180803001
08:36:11.083 @PMD002 
08:36:11.084 @PMD003 联系单18.7.31
08:36:11.085 @PMD004 2018.07.31.008
08:36:11.085 @PMD005 成都店悦木硬包16立面
08:36:11.086 @PMD006 
08:36:11.087 @PMD007 1
08:36:11.088 @PMD008 2018/8/2 0:00:00
08:36:11.089 @PMD009 8月7号前完工
08:36:11.090 @PMD011 2018/8/6 8:36:10
08:36:11.091 @PMD012 系统管理员
08:36:11.092 @idx 3366
08:36:11.095 @PMD001 20180803001
08:36:11.096 @PMD002 
08:36:11.097 @PMD003 联系单18.7.25
08:36:11.098 @PMD004 2018.07.18.005
08:36:11.099 @PMD005 90宽线条
08:36:11.100 @PMD006 
08:36:11.101 @PMD007 16
08:36:11.102 @PMD008 2018/8/2 0:00:00
08:36:11.103 @PMD009 8根成都，8根淄博
08:36:11.104 @PMD011 2018/8/6 8:36:10
08:36:11.105 @PMD012 系统管理员
08:36:11.105 @idx 3365
08:36:11.108 @PRS001 1824-1
08:36:11.109 @PRS002 61-1.004.03.006
08:36:11.110 @PRS009 2018/8/2 0:00:00
08:36:11.112 @PRS001 1824-1
08:36:11.114 @PRS002 61-1.007.03.002
08:36:11.114 @PRS009 2018/8/2 0:00:00
08:36:11.117 @PRS001 1822
08:36:11.118 @PRS002 62-1.004.01.002-1
08:36:11.119 @PRS009 2018/7/26 0:00:00
08:36:11.121 @PMD001 20180803001
08:36:11.122 @PMD002 
08:36:11.123 @PMD003 1823-4
08:36:11.124 @PMD004 51-1.006.02.005-1
08:36:11.125 @PMD005 12号长茶几1.58米
08:36:11.126 @PMD006 1580*810*450
08:36:11.127 @PMD007 10
08:36:11.127 @PMD008 2018/8/2 0:00:00
08:36:11.128 @PMD009 
08:36:11.129 @PMD011 2018/8/6 8:36:10
08:36:11.130 @PMD012 系统管理员
08:36:11.131 @idx 3290
08:36:11.134 @PMD001 20180803001
08:36:11.135 @PMD002 20180727001
08:36:11.136 @PMD003 1822
08:36:11.137 @PMD004 62-1.004.03.003
08:36:11.138 @PMD005 1806休闲椅
08:36:11.139 @PMD006 835*780*1040
08:36:11.140 @PMD007 20
08:36:11.141 @PMD008 2018/7/26 0:00:00
08:36:11.141 @PMD009 
08:36:11.142 @PMD011 2018/8/6 8:36:10
08:36:11.143 @PMD012 系统管理员
08:36:11.144 @idx 3292
08:36:11.147 @PRS001 1824-1
08:36:11.148 @PRS002 61-1.004.01.001
08:36:11.149 @PRS009 2018/8/2 0:00:00
08:36:11.151 @PRS001 1824-1
08:36:11.153 @PRS002 61-1.002.09.004-1
08:36:11.154 @PRS009 2018/8/2 0:00:00
08:36:11.156 @PMD001 20180803001
08:36:11.157 @PMD002 
08:36:11.158 @PMD003 1824-1
08:36:11.159 @PMD004 61-1.001.02.005
08:36:11.160 @PMD005 1603床靠1.8米
08:36:11.161 @PMD006 1910*105*1080
08:36:11.162 @PMD007 60
08:36:11.163 @PMD008 2018/8/2 0:00:00
08:36:11.164 @PMD009 
08:36:11.165 @PMD011 2018/8/6 8:36:10
08:36:11.166 @PMD012 系统管理员
08:36:11.167 @idx 3353
08:36:11.170 @PRS001 1826-1
08:36:11.171 @PRS002 61-1.005.07.001-1
08:36:11.172 @PRS009 2018/8/2 0:00:00
08:36:11.173 @PRS001 1822
08:36:11.175 @PRS002 62-1.004.03.003
08:36:11.176 @PRS009 2018/7/26 0:00:00
08:36:11.179 @PMD001 20180803001
08:36:11.180 @PMD002 
08:36:11.181 @PMD003 1824-1
08:36:11.182 @PMD004 61-1.005.10.007-1
08:36:11.182 @PMD005 1610-AC双人沙发框架
08:36:11.183 @PMD006 1710*965*730
08:36:11.184 @PMD007 20
08:36:11.185 @PMD008 2018/8/2 0:00:00
08:36:11.186 @PMD009 
08:36:11.187 @PMD011 2018/8/6 8:36:10
08:36:11.188 @PMD012 系统管理员
08:36:11.189 @idx 3329
08:36:11.192 @PMD001 20180803001
08:36:11.193 @PMD002 
08:36:11.194 @PMD003 1823-4
08:36:11.195 @PMD004 51-1.006.01.004
08:36:11.196 @PMD005 50号方茶几
08:36:11.197 @PMD006 800*800*580
08:36:11.198 @PMD007 20
08:36:11.199 @PMD008 2018/8/2 0:00:00
08:36:11.199 @PMD009 
08:36:11.200 @PMD011 2018/8/6 8:36:10
08:36:11.202 @PMD012 系统管理员
08:36:11.203 @idx 3302
08:36:11.206 @PRS001 1823-4
08:36:11.207 @PRS002 51-1.002.03.003
08:36:11.208 @PRS009 2018/8/2 0:00:00
08:36:11.210 @PMD001 20180803001
08:36:11.211 @PMD002 
08:36:11.212 @PMD003 1824-1
08:36:11.213 @PMD004 61-1.011.01.001
08:36:11.214 @PMD005 1607玄关台
08:36:11.215 @PMD006 1230*430*915
08:36:11.216 @PMD007 20
08:36:11.217 @PMD008 2018/8/2 0:00:00
08:36:11.218 @PMD009 
08:36:11.218 @PMD011 2018/8/6 8:36:10
08:36:11.219 @PMD012 系统管理员
08:36:11.220 @idx 3360
08:36:11.223 @PRS001 1823-2
08:36:11.224 @PRS002 61-1.005.04.002
08:36:11.225 @PRS009 2018/8/2 0:00:00
08:36:11.227 @PRS001 1823-4
08:36:11.228 @PRS002 51-1.003.01.003
08:36:11.229 @PRS009 2018/8/2 0:00:00
08:36:11.231 @PMD001 20180803001
08:36:11.232 @PMD002 
08:36:11.233 @PMD003 1823-4
08:36:11.235 @PMD004 51-1.004.06.001
08:36:11.236 @PMD005 1号床尾凳
08:36:11.237 @PMD006 1380*380*420
08:36:11.238 @PMD007 30
08:36:11.240 @PMD008 2018/8/2 0:00:00
08:36:11.241 @PMD009 
08:36:11.242 @PMD011 2018/8/6 8:36:10
08:36:11.243 @PMD012 系统管理员
08:36:11.244 @idx 3308
08:36:11.247 @PMD001 20180803001
08:36:11.249 @PMD002 
08:36:11.250 @PMD003 1823-2
08:36:11.250 @PMD004 61-1.004.01.002
08:36:11.251 @PMD005 1602餐椅
08:36:11.252 @PMD006 460*595*920
08:36:11.253 @PMD007 100
08:36:11.254 @PMD008 2018/8/2 0:00:00
08:36:11.255 @PMD009 
08:36:11.256 @PMD011 2018/8/6 8:36:10
08:36:11.257 @PMD012 系统管理员
08:36:11.258 @idx 3331
08:36:11.261 @PRS001 1826-1
08:36:11.262 @PRS002 61-1.005.08.001-1
08:36:11.263 @PRS009 2018/8/2 0:00:00
08:36:11.265 @PMD001 20180803001
08:36:11.266 @PMD002 
08:36:11.267 @PMD003 1824-1
08:36:11.268 @PMD004 61-1.002.03.001
08:36:11.269 @PMD005 1603带抽裤架
08:36:11.270 @PMD006 890*480*180
08:36:11.270 @PMD007 40
08:36:11.271 @PMD008 2018/8/2 0:00:00
08:36:11.272 @PMD009 
08:36:11.273 @PMD011 2018/8/6 8:36:10
08:36:11.274 @PMD012 系统管理员
08:36:11.275 @idx 3338
08:36:11.278 @PMD001 20180803001
08:36:11.279 @PMD002 
08:36:11.280 @PMD003 1824-1
08:36:11.281 @PMD004 61-1.005.10.008-1
08:36:11.282 @PMD005 1610-AC三人沙发框架
08:36:11.283 @PMD006 2210*965*730
08:36:11.284 @PMD007 15
08:36:11.285 @PMD008 2018/8/2 0:00:00
08:36:11.286 @PMD009 
08:36:11.287 @PMD011 2018/8/6 8:36:10
08:36:11.288 @PMD012 系统管理员
08:36:11.289 @idx 3337
08:36:11.292 @PRS001 1823-2
08:36:11.293 @PRS002 61-1.005.04.006
08:36:11.294 @PRS009 2018/8/2 0:00:00
08:36:11.296 @PMD001 20180803001
08:36:11.297 @PMD002 
08:36:11.298 @PMD003 1824-1
08:36:11.299 @PMD004 61-1.008.01.004
08:36:11.300 @PMD005 1610-B梳妆台
08:36:11.301 @PMD006 1060*480*750
08:36:11.302 @PMD007 40
08:36:11.303 @PMD008 2018/8/2 0:00:00
08:36:11.304 @PMD009 脚（面对妆台左）少做1只，脚（面对妆台右）多做1只，配用仓有配用及补仓，售后需要
08:36:11.305 @PMD011 2018/8/6 8:36:10
08:36:11.306 @PMD012 系统管理员
08:36:11.307 @idx 3356
08:36:11.310 @PRS001 1824-1
08:36:11.311 @PRS002 61-1.004.01.003
08:36:11.312 @PRS009 2018/8/2 0:00:00
08:36:11.314 @PMD001 20180803001
08:36:11.315 @PMD002 
08:36:11.316 @PMD003 1824-1
08:36:11.317 @PMD004 61-1.007.03.002
08:36:11.318 @PMD005 1603悬挂架（小）
08:36:11.318 @PMD006 500*280*800
08:36:11.319 @PMD007 20
08:36:11.320 @PMD008 2018/8/2 0:00:00
08:36:11.321 @PMD009 
08:36:11.322 @PMD011 2018/8/6 8:36:10
08:36:11.323 @PMD012 系统管理员
08:36:11.324 @idx 3343
08:36:11.327 @PRS001 1823-2
08:36:11.328 @PRS002 61-1.008.03.002
08:36:11.329 @PRS009 2018/8/2 0:00:00
08:36:11.331 @PMD001 20180803001
08:36:11.332 @PMD002 20180727001
08:36:11.333 @PMD003 1822
08:36:11.334 @PMD004 62-1.004.01.002-1
08:36:11.335 @PMD005 1802-B餐椅
08:36:11.336 @PMD006 470*565*890
08:36:11.337 @PMD007 120
08:36:11.338 @PMD008 2018/7/26 0:00:00
08:36:11.339 @PMD009 
08:36:11.340 @PMD011 2018/8/6 8:36:10
08:36:11.341 @PMD012 系统管理员
08:36:11.341 @idx 3310
08:36:11.345 @PRS001 1823-4
08:36:11.346 @PRS002 51-1.006.04.002
08:36:11.347 @PRS009 2018/8/2 0:00:00
08:36:11.348 @PRS001 1824-1
08:36:11.350 @PRS002 61-1.001.02.004
08:36:11.351 @PRS009 2018/8/2 0:00:00
08:36:11.353 @PMD001 20180803001
08:36:11.354 @PMD002 
08:36:11.355 @PMD003 1824-1
08:36:11.356 @PMD004 61-1.004.01.003
08:36:11.357 @PMD005 1603餐椅
08:36:11.358 @PMD006 460*465*820
08:36:11.359 @PMD007 150
08:36:11.360 @PMD008 2018/8/2 0:00:00
08:36:11.360 @PMD009 
08:36:11.361 @PMD011 2018/8/6 8:36:10
08:36:11.362 @PMD012 系统管理员
08:36:11.363 @idx 3348
08:36:11.366 @PRS001 联系单18.7.25
08:36:11.368 @PRS002 2018.07.25.014
08:36:11.369 @PRS009 2018/8/2 0:00:00
08:36:11.371 @PMD001 20180803001
08:36:11.372 @PMD002 
08:36:11.373 @PMD003 1823-2
08:36:11.374 @PMD004 61-1.005.04.002
08:36:11.375 @PMD005 1603-B双人沙发（无扶手）
08:36:11.376 @PMD006 
08:36:11.377 @PMD007 15
08:36:11.378 @PMD008 2018/8/2 0:00:00
08:36:11.378 @PMD009 
08:36:11.379 @PMD011 2018/8/6 8:36:10
08:36:11.380 @PMD012 系统管理员
08:36:11.381 @idx 3319
08:36:11.386 @PRS001 1823-2
08:36:11.387 @PRS002 61-1.003.03.003
08:36:11.388 @PRS009 2018/7/26 0:00:00
08:36:11.390 @PRS001 1824-1
08:36:11.391 @PRS002 61-1.002.09.003-2
08:36:11.392 @PRS009 2018/8/2 0:00:00
08:36:11.394 @PMD001 20180803001
08:36:11.396 @PMD002 
08:36:11.396 @PMD003 1824-1
08:36:11.397 @PMD004 61-1.007.03.001
08:36:11.398 @PMD005 1603悬挂架（大）
08:36:11.399 @PMD006 500*280*1600
08:36:11.400 @PMD007 20
08:36:11.401 @PMD008 2018/8/2 0:00:00
08:36:11.402 @PMD009 
08:36:11.403 @PMD011 2018/8/6 8:36:10
08:36:11.403 @PMD012 系统管理员
08:36:11.404 @idx 3341
08:36:11.407 @PMD001 20180803001
08:36:11.408 @PMD002 
08:36:11.409 @PMD003 1824-1
08:36:11.410 @PMD004 61-1.002.09.003-2
08:36:11.411 @PMD005 1605厅地柜(实木)
08:36:11.412 @PMD006 2000*480*580
08:36:11.413 @PMD007 20
08:36:11.414 @PMD008 2018/8/2 0:00:00
08:36:11.415 @PMD009 
08:36:11.416 @PMD011 2018/8/6 8:36:10
08:36:11.417 @PMD012 系统管理员
08:36:11.417 @idx 3346
08:36:11.420 @PRS001 1823-4
08:36:11.421 @PRS002 51-1.004.06.001
08:36:11.422 @PRS009 2018/8/2 0:00:00
08:36:11.425 @PMD001 20180803001
08:36:11.426 @PMD002 
08:36:11.427 @PMD003 联系单18.7.25
08:36:11.428 @PMD004 2018.07.25.014
08:36:11.428 @PMD005 A型实木窗
08:36:11.429 @PMD006 
08:36:11.430 @PMD007 8
08:36:11.431 @PMD008 2018/8/2 0:00:00
08:36:11.432 @PMD009 
08:36:11.433 @PMD011 2018/8/6 8:36:10
08:36:11.434 @PMD012 系统管理员
08:36:11.435 @idx 3367
08:36:11.438 @PMD001 20180803001
08:36:11.439 @PMD002 
08:36:11.440 @PMD003 1824-1
08:36:11.441 @PMD004 61-1.002.09.004
08:36:11.442 @PMD005 1605低边厅柜
08:36:11.443 @PMD006 1000*400*1460
08:36:11.444 @PMD007 20
08:36:11.445 @PMD008 2018/8/2 0:00:00
08:36:11.445 @PMD009 
08:36:11.446 @PMD011 2018/8/6 8:36:10
08:36:11.448 @PMD012 系统管理员
08:36:11.449 @idx 3340
08:36:11.452 @PRS001 联系单18.7.25
08:36:11.453 @PRS002 2018.07.25.015
08:36:11.454 @PRS009 2018/8/2 0:00:00
08:36:11.456 @PRS001 1824-1
08:36:11.457 @PRS002 61-1.002.09.004
08:36:11.458 @PRS009 2018/8/2 0:00:00
08:36:11.459 @PRS001 1823-2
08:36:11.461 @PRS002 61-1.003.03.013
08:36:11.462 @PRS009 2018/7/26 0:00:00
08:36:11.464 @PRS001 联系单18.7.18
08:36:11.465 @PRS002 2018.07.18.001
08:36:11.466 @PRS009 2018/8/2 0:00:00
08:36:11.468 @PMD001 20180803001
08:36:11.469 @PMD002 
08:36:11.470 @PMD003 1823-4
08:36:11.471 @PMD004 51-1.002.02.003
08:36:11.472 @PMD005 23号三门衣柜
08:36:11.473 @PMD006 1370*600*2185
08:36:11.474 @PMD007 20
08:36:11.475 @PMD008 2018/8/2 0:00:00
08:36:11.476 @PMD009 
08:36:11.477 @PMD011 2018/8/6 8:36:10
08:36:11.478 @PMD012 系统管理员
08:36:11.479 @idx 3297
08:36:11.482 @PRS001 1824-1
08:36:11.484 @PRS002 61-1.002.12.001
08:36:11.485 @PRS009 2018/8/2 0:00:00
08:36:11.487 @PMD001 20180803001
08:36:11.488 @PMD002 
08:36:11.489 @PMD003 1826-1
08:36:11.490 @PMD004 61-1.005.07.004
08:36:11.490 @PMD005 1607-A三人沙发框架
08:36:11.492 @PMD006 2200*960*220
08:36:11.493 @PMD007 5
08:36:11.493 @PMD008 2018/8/2 0:00:00
08:36:11.494 @PMD009 
08:36:11.495 @PMD011 2018/8/6 8:36:10
08:36:11.497 @PMD012 系统管理员
08:36:11.497 @idx 3330
08:36:11.500 @PMD001 20180803001
08:36:11.502 @PMD002 
08:36:11.503 @PMD003 1824-1
08:36:11.503 @PMD004 61-1.003.03.022
08:36:11.504 @PMD005 1622餐桌2米
08:36:11.505 @PMD006 2000*1000*760
08:36:11.506 @PMD007 20
08:36:11.508 @PMD008 2018/8/2 0:00:00
08:36:11.509 @PMD009 
08:36:11.510 @PMD011 2018/8/6 8:36:10
08:36:11.511 @PMD012 系统管理员
08:36:11.512 @idx 3323
08:36:11.515 @PRS001 联系单2018.7.28
08:36:11.516 @PRS002 2018.07.28.002
08:36:11.517 @PRS009 2018/8/2 0:00:00
08:36:11.519 @PRS001 联系单18.7.25
08:36:11.521 @PRS002 2018.07.25.011
08:36:11.522 @PRS009 2018/8/2 0:00:00
08:36:11.523 @PMD001 20180803001
08:36:11.525 @PMD002 
08:36:11.526 @PMD003 1824-1
08:36:11.526 @PMD004 61-1.006.03.013
08:36:11.527 @PMD005 1611圆茶几大
08:36:11.528 @PMD006 800*585
08:36:11.529 @PMD007 20
08:36:11.530 @PMD008 2018/8/2 0:00:00
08:36:11.531 @PMD009 
08:36:11.532 @PMD011 2018/8/6 8:36:10
08:36:11.533 @PMD012 系统管理员
08:36:11.534 @idx 3318
08:36:11.537 @PMD001 20180803001
08:36:11.538 @PMD002 
08:36:11.539 @PMD003 1824-1
08:36:11.540 @PMD004 61-1.006.03.012
08:36:11.541 @PMD005 1611圆茶几小
08:36:11.541 @PMD006 600*450
08:36:11.542 @PMD007 20
08:36:11.544 @PMD008 2018/8/2 0:00:00
08:36:11.545 @PMD009 
08:36:11.545 @PMD011 2018/8/6 8:36:10
08:36:11.546 @PMD012 系统管理员
08:36:11.547 @idx 3314
08:36:11.550 @PRS001 1824-1
08:36:11.551 @PRS002 61-1.008.02.001-2
08:36:11.552 @PRS009 2018/8/2 0:00:00
08:36:11.555 @PMD001 20180803001
08:36:11.556 @PMD002 
08:36:11.557 @PMD003 1824-1
08:36:11.557 @PMD004 61-1.007.01.000-1
08:36:11.558 @PMD005 1605饰品架
08:36:11.559 @PMD006 1360*450*1980
08:36:11.560 @PMD007 10
08:36:11.561 @PMD008 2018/8/2 0:00:00
08:36:11.563 @PMD009 
08:36:11.564 @PMD011 2018/8/6 8:36:10
08:36:11.565 @PMD012 系统管理员
08:36:11.566 @idx 3336
08:36:11.569 @PRS001 1824-1
08:36:11.570 @PRS002 61-1.007.02.001
08:36:11.571 @PRS009 2018/8/2 0:00:00
08:36:11.576 @PRS001 1824-1
08:36:11.577 @PRS002 61-1.008.01.002
08:36:11.578 @PRS009 2018/8/2 0:00:00
08:36:11.580 @PRS001 联系单18.7.31
08:36:11.581 @PRS002 2018.07.31.007
08:36:11.582 @PRS009 2018/8/2 0:00:00
08:36:11.584 @PRS001 1824-1
08:36:11.585 @PRS002 61-1.002.05.006
08:36:11.586 @PRS009 2018/8/2 0:00:00
08:36:11.588 @PRS001 1823-2
08:36:11.589 @PRS002 61-1.005.04.005
08:36:11.590 @PRS009 2018/8/2 0:00:00
08:36:11.592 @PRS001 联系单18.7.31
08:36:11.593 @PRS002 2018.07.31.008
08:36:11.594 @PRS009 2018/8/2 0:00:00
08:36:11.596 @PRS001 1824-1
08:36:11.597 @PRS002 61-1.002.09.003
08:36:11.598 @PRS009 2018/8/2 0:00:00
08:36:11.600 @PRS001 1824-1
08:36:11.601 @PRS002 61-1.001.02.005
08:36:11.602 @PRS009 2018/8/2 0:00:00
08:36:11.604 @PMD001 20180803001
08:36:11.605 @PMD002 
08:36:11.606 @PMD003 1824-1
08:36:11.606 @PMD004 61-1.005.10.010
08:36:11.607 @PMD005 1610-AC单人沙发框架
08:36:11.608 @PMD006 1110*965*730
08:36:11.609 @PMD007 20
08:36:11.610 @PMD008 2018/8/2 0:00:00
08:36:11.611 @PMD009 
08:36:11.612 @PMD011 2018/8/6 8:36:10
08:36:11.613 @PMD012 系统管理员
08:36:11.614 @idx 3325
08:36:11.617 @PMD001 20180803001
08:36:11.618 @PMD002 
08:36:11.619 @PMD003 1823-2
08:36:11.620 @PMD004 61-1.005.04.003
08:36:11.621 @PMD005 1603-B双人沙发左（带扶手）
08:36:11.622 @PMD006 
08:36:11.622 @PMD007 20
08:36:11.624 @PMD008 2018/8/2 0:00:00
08:36:11.625 @PMD009 
08:36:11.626 @PMD011 2018/8/6 8:36:10
08:36:11.626 @PMD012 系统管理员
08:36:11.627 @idx 3335
08:36:11.630 @PMD001 20180803001
08:36:11.631 @PMD002 
08:36:11.632 @PMD003 联系单2018.7.20
08:36:11.634 @PMD004 2018.07.20.001
08:36:11.635 @PMD005 103移门衣柜大层板
08:36:11.636 @PMD006 
08:36:11.636 @PMD007 1
08:36:11.637 @PMD008 2018/8/2 0:00:00
08:36:11.638 @PMD009 慈溪8月5日交货
08:36:11.639 @PMD011 2018/8/6 8:36:10
08:36:11.640 @PMD012 系统管理员
08:36:11.641 @idx 3377
08:36:11.644 @PMD001 20180803001
08:36:11.645 @PMD002 
08:36:11.646 @PMD003 联系单2018.7.29
08:36:11.647 @PMD004 2018.07.29.002
08:36:11.648 @PMD005 大都会定制硬包
08:36:11.649 @PMD006 4172*1915
08:36:11.650 @PMD007 1
08:36:11.651 @PMD008 2018/8/2 0:00:00
08:36:11.651 @PMD009 加急
08:36:11.652 @PMD011 2018/8/6 8:36:10
08:36:11.653 @PMD012 系统管理员
08:36:11.654 @idx 3363
08:36:11.658 @PRS001 联系单18.7.25
08:36:11.659 @PRS002 2018.07.18.005
08:36:11.660 @PRS009 2018/8/2 0:00:00
08:36:11.662 @PMD001 20180803001
08:36:11.663 @PMD002 
08:36:11.664 @PMD003 1824-1
08:36:11.665 @PMD004 61-1.002.05.006
08:36:11.666 @PMD005 1605六斗电视柜
08:36:11.667 @PMD006 1260*500*740
08:36:11.668 @PMD007 30
08:36:11.669 @PMD008 2018/8/2 0:00:00
08:36:11.669 @PMD009 
08:36:11.670 @PMD011 2018/8/6 8:36:10
08:36:11.671 @PMD012 系统管理员
08:36:11.672 @idx 3355
08:36:11.675 @PMD001 20180803001
08:36:11.676 @PMD002 
08:36:11.677 @PMD003 1824-1
08:36:11.678 @PMD004 61-1.004.01.020
08:36:11.679 @PMD005 小板凳（致简）
08:36:11.680 @PMD006 340*365*510
08:36:11.681 @PMD007 200
